candidate_id,rank,score,reasoning
CAND_0031593,33,0.600539,"Candidate possesses 7.8 YOE as a Search Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a solid background in search indexing and ranking algorithms, bring advanced expertise in LLM fine-tuning and ranking models, and have solid product-company domain exposure and matching logic experience."
CAND_0079064,34,0.597085,"Candidate possesses 5.2 YOE as a Senior Data Scientist. They show a specialized background in text search and ranking systems, possess valuable hands-on experience with modern LLMs and deep learning, bring hands-on proficiency in vector search and embedding retrieval systems, and have solid product-company domain exposure and matching logic experience."
CAND_0002025,35,0.595263,"Candidate possesses 5.9 YOE as a Senior AI Engineer. They show a specialized background in text search and ranking systems, have verified public credentials through open-source contributions or talks, bring hands-on proficiency in vector search and embedding retrieval systems, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0042506,36,0.594454,"Candidate possesses 4.2 YOE as a Search Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a track record validated by active public contributions, possess valuable hands-on experience with modern LLMs and deep learning, and maintain high responsiveness to outreach and are ready to relocate."
CAND_0000031,37,0.594115,"Candidate possesses 6.0 YOE as a Recommendation Systems Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a solid background in search indexing and ranking algorithms, are available to join quickly and fit the location preferences, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0081846,38,0.592881,"Candidate possesses 6.7 YOE as a Lead AI Engineer. They possess a highly aligned specialization in search, ranking, and NLP, bring hands-on proficiency in vector search and embedding retrieval systems, possess valuable hands-on experience with modern LLMs and deep learning, and demonstrate excellent ML engineering skills and write high-quality production code."
CAND_0015578,39,0.589804,"Candidate possesses 5.4 YOE as a AI Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess a solid background in search indexing and ranking algorithms, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and come from a strong product-engineering background."
CAND_0074486,40,0.585735,"Candidate possesses 5.5 YOE as a Computer Vision Engineer. They maintain high responsiveness to outreach and are ready to relocate, show external validation of their work through open-source AI projects, bring a solid engineering foundation for scaling production ML systems, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0075574,41,0.583234,"Candidate possesses 5.7 YOE as a Machine Learning Engineer. They possess a highly aligned specialization in search, ranking, and NLP, demonstrate strong expertise in vector databases and search retrieval architectures, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and possess a track record validated by active public contributions."
CAND_0064270,42,0.582157,"Candidate possesses 4.2 YOE as a Applied ML Engineer. They show a specialized background in text search and ranking systems, possess a solid background in search indexing and ranking algorithms, bring advanced expertise in LLM fine-tuning and ranking models, and possess an immediate notice period and meet the geographic criteria."
CAND_0089552,43,0.57819,"Candidate possesses 6.0 YOE as a Machine Learning Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess valuable hands-on experience with modern LLMs and deep learning, bring hands-on proficiency in vector search and embedding retrieval systems, and show external validation of their work through open-source AI projects."
CAND_0079387,44,0.576105,"Candidate possesses 6.9 YOE as a AI Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess a solid background in search indexing and ranking algorithms, have verified public credentials through open-source contributions or talks, and bring advanced expertise in LLM fine-tuning and ranking models."
CAND_0096172,45,0.572471,"Candidate possesses 5.2 YOE as a NLP Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a solid background in search indexing and ranking algorithms, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and bring a solid engineering foundation for scaling production ML systems."
CAND_0019845,46,0.572247,"Candidate possesses 3.4 YOE as a AI Specialist. They are available to join quickly and fit the location preferences, have AI expertise well-aligned with NLP and information retrieval, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and demonstrate excellent ML engineering skills and write high-quality production code."
CAND_0058575,47,0.569657,"Candidate possesses 5.8 YOE as a AI Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess a solid background in search indexing and ranking algorithms, have solid product-company domain exposure and matching logic experience, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0020708,48,0.567161,"Candidate possesses 4.2 YOE as a Search Engineer. They possess a highly aligned specialization in search, ranking, and NLP, have verified public credentials through open-source contributions or talks, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and demonstrate strong expertise in vector databases and search retrieval architectures."
CAND_0051004,49,0.567056,"Candidate possesses 4.7 YOE as a Senior Data Scientist. They show a specialized background in text search and ranking systems, possess an immediate notice period and meet the geographic criteria, possess valuable hands-on experience with modern LLMs and deep learning, and bring valuable experience working inside product-focused companies."
CAND_0081686,50,0.56329,"Candidate possesses 6.0 YOE as a Search Engineer. They show a specialized background in text search and ranking systems, possess a solid background in search indexing and ranking algorithms, possess strong software engineering fundamentals and build robust production pipelines, and bring advanced expertise in LLM fine-tuning and ranking models."
CAND_0046064,51,0.562719,"Candidate possesses 8.9 YOE as a Senior NLP Engineer. They show a specialized background in text search and ranking systems, possess a solid background in search indexing and ranking algorithms, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and demonstrate excellent ML engineering skills and write high-quality production code."
CAND_0006418,52,0.562534,"Candidate possesses 5.7 YOE as a Machine Learning Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess a track record validated by active public contributions, are available to join quickly and fit the location preferences, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0007412,53,0.56235,"Candidate possesses 7.4 YOE as a Applied ML Engineer. They show a specialized background in text search and ranking systems, possess a solid background in search indexing and ranking algorithms, possess valuable hands-on experience with modern LLMs and deep learning, and come from a strong product-engineering background."
CAND_0077337,54,0.562296,"Candidate possesses 7.0 YOE as a Staff Machine Learning Engineer. They have AI expertise well-aligned with NLP and information retrieval, bring hands-on proficiency in vector search and embedding retrieval systems, demonstrate excellent ML engineering skills and write high-quality production code, and possess a track record validated by active public contributions."
CAND_0066376,55,0.56159,"Candidate possesses 5.7 YOE as a Applied ML Engineer. They possess a highly aligned specialization in search, ranking, and NLP, show strong familiarity with PEFT, QLoRA, and modern neural ranking, possess a solid background in search indexing and ranking algorithms, and come from a strong product-engineering background."
CAND_0068351,56,0.56042,"Candidate possesses 6.4 YOE as a Lead AI Engineer. They possess an immediate notice period and meet the geographic criteria, have AI expertise well-aligned with NLP and information retrieval, demonstrate excellent ML engineering skills and write high-quality production code, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0014440,57,0.560369,"Candidate possesses 6.4 YOE as a Recommendation Systems Engineer. They show a specialized background in text search and ranking systems, have verified public credentials through open-source contributions or talks, possess valuable hands-on experience with modern LLMs and deep learning, and demonstrate strong expertise in vector databases and search retrieval architectures."
CAND_0076163,58,0.560161,"Candidate possesses 6.9 YOE as a NLP Engineer. They possess a highly aligned specialization in search, ranking, and NLP, show external validation of their work through open-source AI projects, possess a solid background in search indexing and ranking algorithms, and bring a solid engineering foundation for scaling production ML systems."
CAND_0087364,59,0.559689,"Candidate possesses 4.9 YOE as a Recommendation Systems Engineer. They possess an immediate notice period and meet the geographic criteria, show a specialized background in text search and ranking systems, bring advanced expertise in LLM fine-tuning and ranking models, and demonstrate excellent ML engineering skills and write high-quality production code."
CAND_0030031,60,0.557303,"Candidate possesses 5.7 YOE as a AI Engineer. They possess a highly aligned specialization in search, ranking, and NLP, demonstrate excellent ML engineering skills and write high-quality production code, possess a solid background in search indexing and ranking algorithms, and come from a strong product-engineering background."
CAND_0007460,61,0.556993,"Candidate possesses 4.7 YOE as a AI Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a track record validated by active public contributions, demonstrate strong expertise in vector databases and search retrieval architectures, and bring advanced expertise in LLM fine-tuning and ranking models."
CAND_0062247,62,0.556912,"Candidate possesses 7.3 YOE as a AI Engineer. They possess a highly aligned specialization in search, ranking, and NLP, bring hands-on proficiency in vector search and embedding retrieval systems, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and show external validation of their work through open-source AI projects."
CAND_0039383,63,0.55665,"Candidate possesses 7.1 YOE as a Applied ML Engineer. They show a specialized background in text search and ranking systems, show external validation of their work through open-source AI projects, demonstrate strong expertise in vector databases and search retrieval architectures, and come from a strong product-engineering background."
CAND_0065195,64,0.556002,"Candidate possesses 5.1 YOE as a Search Engineer. They possess a track record validated by active public contributions, show a specialized background in text search and ranking systems, bring hands-on proficiency in vector search and embedding retrieval systems, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0036863,65,0.554591,"Candidate possesses 4.3 YOE as a Senior Data Scientist. They show a specialized background in text search and ranking systems, bring hands-on proficiency in vector search and embedding retrieval systems, have solid product-company domain exposure and matching logic experience, and maintain high responsiveness to outreach and are ready to relocate."
CAND_0026532,66,0.553324,"Candidate possesses 4.8 YOE as a Recommendation Systems Engineer. They possess a highly aligned specialization in search, ranking, and NLP, bring hands-on proficiency in vector search and embedding retrieval systems, bring advanced expertise in LLM fine-tuning and ranking models, and come from a strong product-engineering background."
CAND_0080766,67,0.552166,"Candidate possesses 8.8 YOE as a Staff Machine Learning Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a solid background in search indexing and ranking algorithms, possess valuable hands-on experience with modern LLMs and deep learning, and bring valuable experience working inside product-focused companies."
CAND_0083879,68,0.550893,"Candidate possesses 7.1 YOE as a Machine Learning Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess an immediate notice period and meet the geographic criteria, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and demonstrate strong expertise in vector databases and search retrieval architectures."
CAND_0083307,69,0.55028,"Candidate possesses 7.8 YOE as a Search Engineer. They have AI expertise well-aligned with NLP and information retrieval, bring hands-on proficiency in vector search and embedding retrieval systems, possess a track record validated by active public contributions, and bring advanced expertise in LLM fine-tuning and ranking models."
CAND_0030953,70,0.550268,"Candidate possesses 7.8 YOE as a Search Engineer. They show a specialized background in text search and ranking systems, bring hands-on proficiency in vector search and embedding retrieval systems, bring advanced expertise in LLM fine-tuning and ranking models, and demonstrate excellent ML engineering skills and write high-quality production code."
CAND_0094685,71,0.550155,"Candidate possesses 3.5 YOE as a AI Research Engineer. They show a specialized background in text search and ranking systems, bring a solid engineering foundation for scaling production ML systems, show external validation of their work through open-source AI projects, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0061257,72,0.550052,"Candidate possesses 8.0 YOE as a Staff Machine Learning Engineer. They show a specialized background in text search and ranking systems, are available to join quickly and fit the location preferences, possess strong software engineering fundamentals and build robust production pipelines, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0018722,73,0.549365,"Candidate possesses 6.6 YOE as a Recommendation Systems Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess a track record validated by active public contributions, bring hands-on proficiency in vector search and embedding retrieval systems, and bring a solid engineering foundation for scaling production ML systems."
CAND_0041610,74,0.548409,"Candidate possesses 6.7 YOE as a Recommendation Systems Engineer. They possess a solid background in search indexing and ranking algorithms, have AI expertise well-aligned with NLP and information retrieval, possess valuable hands-on experience with modern LLMs and deep learning, and have verified public credentials through open-source contributions or talks."
CAND_0035879,75,0.547458,"Candidate possesses 4.5 YOE as a AI Research Engineer. They show external validation of their work through open-source AI projects, show a specialized background in text search and ranking systems, demonstrate excellent ML engineering skills and write high-quality production code, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0061175,76,0.544803,"Candidate possesses 6.7 YOE as a AI Research Engineer. They have AI expertise well-aligned with NLP and information retrieval, bring a solid engineering foundation for scaling production ML systems, possess a track record validated by active public contributions, and come from a strong product-engineering background."
CAND_0053695,77,0.543313,"Candidate possesses 5.8 YOE as a Recommendation Systems Engineer. They have AI expertise well-aligned with NLP and information retrieval, demonstrate strong expertise in vector databases and search retrieval architectures, show external validation of their work through open-source AI projects, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0004402,78,0.542744,"Candidate possesses 6.0 YOE as a AI Research Engineer. They bring advanced expertise in LLM fine-tuning and ranking models, possess a highly aligned specialization in search, ranking, and NLP, possess an immediate notice period and meet the geographic criteria, and have solid product-company domain exposure and matching logic experience."
CAND_0076831,79,0.541555,"Candidate possesses 4.0 YOE as a Search Engineer. They show a specialized background in text search and ranking systems, possess valuable hands-on experience with modern LLMs and deep learning, have verified public credentials through open-source contributions or talks, and demonstrate strong expertise in vector databases and search retrieval architectures."
CAND_0040887,80,0.540966,"Candidate possesses 4.7 YOE as a Machine Learning Engineer. They show a specialized background in text search and ranking systems, possess strong software engineering fundamentals and build robust production pipelines, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and demonstrate strong expertise in vector databases and search retrieval architectures."
CAND_0014909,81,0.540846,"Candidate possesses 4.8 YOE as a Computer Vision Engineer. They bring a solid engineering foundation for scaling production ML systems, show external validation of their work through open-source AI projects, possess a highly aligned specialization in search, ranking, and NLP, and show strong familiarity with PEFT, QLoRA, and modern neural ranking."
CAND_0008425,82,0.540838,"Candidate possesses 7.8 YOE as a Senior NLP Engineer. They have AI expertise well-aligned with NLP and information retrieval, demonstrate strong expertise in vector databases and search retrieval architectures, bring advanced expertise in LLM fine-tuning and ranking models, and possess strong software engineering fundamentals and build robust production pipelines."
CAND_0055673,83,0.540501,"Candidate possesses 3.7 YOE as a Data Scientist. They possess a highly aligned specialization in search, ranking, and NLP, show external validation of their work through open-source AI projects, possess strong software engineering fundamentals and build robust production pipelines, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0015967,84,0.540291,"Candidate possesses 5.4 YOE as a Senior Software Engineer (ML). They possess a highly aligned specialization in search, ranking, and NLP, are available to join quickly and fit the location preferences, possess strong software engineering fundamentals and build robust production pipelines, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0093912,85,0.540125,"Candidate possesses 5.3 YOE as a Senior Data Scientist. They possess a highly aligned specialization in search, ranking, and NLP, show external validation of their work through open-source AI projects, possess a solid background in search indexing and ranking algorithms, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0036184,86,0.539995,"Candidate possesses 6.0 YOE as a Recommendation Systems Engineer. They possess a highly aligned specialization in search, ranking, and NLP, bring hands-on proficiency in vector search and embedding retrieval systems, bring advanced expertise in LLM fine-tuning and ranking models, and possess a track record validated by active public contributions."
CAND_0008239,87,0.539684,"Candidate possesses 4.0 YOE as a AI Engineer. They have AI expertise well-aligned with NLP and information retrieval, possess strong software engineering fundamentals and build robust production pipelines, have verified public credentials through open-source contributions or talks, and possess valuable hands-on experience with modern LLMs and deep learning."
CAND_0049538,88,0.538348,"Candidate possesses 5.8 YOE as a Applied ML Engineer. They show external validation of their work through open-source AI projects, possess a highly aligned specialization in search, ranking, and NLP, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and possess a solid background in search indexing and ranking algorithms."
CAND_0013613,89,0.53784,"Candidate possesses 4.7 YOE as a Machine Learning Engineer. They possess a highly aligned specialization in search, ranking, and NLP, show strong familiarity with PEFT, QLoRA, and modern neural ranking, bring hands-on proficiency in vector search and embedding retrieval systems, and show external validation of their work through open-source AI projects."
CAND_0051630,90,0.537194,"Candidate possesses 6.0 YOE as a Machine Learning Engineer. They possess a highly aligned specialization in search, ranking, and NLP, demonstrate strong expertise in vector databases and search retrieval architectures, possess strong software engineering fundamentals and build robust production pipelines, and have verified public credentials through open-source contributions or talks."
CAND_0050876,91,0.533063,"Candidate possesses 6.0 YOE as a Applied ML Engineer. They have verified public credentials through open-source contributions or talks, have AI expertise well-aligned with NLP and information retrieval, possess a solid background in search indexing and ranking algorithms, and bring a solid engineering foundation for scaling production ML systems."
CAND_0075249,92,0.532522,"Candidate possesses 6.2 YOE as a Applied ML Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess valuable hands-on experience with modern LLMs and deep learning, bring hands-on proficiency in vector search and embedding retrieval systems, and have solid product-company domain exposure and matching logic experience."
CAND_0069905,93,0.532127,"Candidate possesses 6.6 YOE as a Applied ML Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a solid background in search indexing and ranking algorithms, bring advanced expertise in LLM fine-tuning and ranking models, and bring a solid engineering foundation for scaling production ML systems."
CAND_0052195,94,0.531174,"Candidate possesses 6.3 YOE as a Computer Vision Engineer. They maintain high responsiveness to outreach and are ready to relocate, show external validation of their work through open-source AI projects, have AI expertise well-aligned with NLP and information retrieval, and bring advanced expertise in LLM fine-tuning and ranking models."
CAND_0010685,95,0.530879,"Candidate possesses 6.7 YOE as a NLP Engineer. They have AI expertise well-aligned with NLP and information retrieval, bring hands-on proficiency in vector search and embedding retrieval systems, come from a strong product-engineering background, and demonstrate excellent ML engineering skills and write high-quality production code."
CAND_0043228,96,0.530692,"Candidate possesses 6.8 YOE as a Applied ML Engineer. They possess a highly aligned specialization in search, ranking, and NLP, demonstrate strong expertise in vector databases and search retrieval architectures, possess valuable hands-on experience with modern LLMs and deep learning, and bring valuable experience working inside product-focused companies."
CAND_0042370,97,0.529835,"Candidate possesses 3.3 YOE as a Data Scientist. They show a specialized background in text search and ranking systems, show strong familiarity with PEFT, QLoRA, and modern neural ranking, have verified public credentials through open-source contributions or talks, and possess strong software engineering fundamentals and build robust production pipelines."
CAND_0057563,98,0.529753,"Candidate possesses 6.8 YOE as a NLP Engineer. They possess a highly aligned specialization in search, ranking, and NLP, possess a solid background in search indexing and ranking algorithms, bring advanced expertise in LLM fine-tuning and ranking models, and bring valuable experience working inside product-focused companies."
CAND_0073620,99,0.52932,"Candidate possesses 4.4 YOE as a AI Research Engineer. They show a specialized background in text search and ranking systems, possess strong software engineering fundamentals and build robust production pipelines, bring advanced expertise in LLM fine-tuning and ranking models, and have solid product-company domain exposure and matching logic experience."
CAND_0042029,100,0.528884,"Candidate possesses 6.5 YOE as a Senior Data Scientist. They possess a highly aligned specialization in search, ranking, and NLP, possess a track record validated by active public contributions, show strong familiarity with PEFT, QLoRA, and modern neural ranking, and possess an immediate notice period and meet the geographic criteria."
